,player,season,as,played_for,pos_1,pos_2,all_nba_team_label,2p,3p,ft,trb,ast,stl,blk,2p%,ws,ortg,per,blk%,usg%
1125,Jrue Holiday,2016-17,0,1,G,NA,NA,4.6,1.5,1.8,3.9,7.3,1.5,0.7,49.8,3.8,104,17.1,1.6,23.5
1126,Rondae Hollis-Jefferson,2016-17,0,1,F,NA,NA,2.8,0.2,2.4,5.8,2.0,1.1,0.6,46.300000000000004,2.6,102,13.7,1.9,18.7
1127,Rodney Hood,2016-17,0,1,G,F,NA,2.7,1.9,1.5,3.4,1.6,0.6,0.2,44.0,2.6,104,12.4,0.6,22.9
1128,Al Horford,2016-17,0,1,C,F,NA,4.3,1.3,1.6,6.8,5.0,0.8,1.3,52.400000000000006,6.3,114,17.7,3.2,19.7
1129,Dwight Howard,2016-17,0,1,C,NA,NA,5.2,0.0,3.1,12.7,1.4,0.9,1.2,63.5,8.3,115,20.8,3.6,19.2
1130,Serge Ibaka,2016-17,0,2,F,C,NA,4.4,1.6,1.4,6.8,0.9,0.5,1.6,52.2,5.1,109,16.4,4.2,20.9
1131,Ersan İlyasova,2016-17,0,3,F,NA,NA,3.0,1.7,2.0,5.9,1.7,0.7,0.3,49.6,4.1,107,14.6,0.9,22.2
1132,Brandon Ingram,2016-17,0,1,F,NA,NA,2.8,0.7,1.7,4.0,2.1,0.6,0.5,44.3,-0.3,96,8.5,1.3,16.8
1133,Kyrie Irving,2016-17,1,1,G,NA,NA,6.9,2.5,4.1,3.2,5.8,1.2,0.3,50.5,8.9,116,23.0,0.8,30.8
1134,Reggie Jackson,2016-17,0,1,G,NA,NA,4.2,1.3,2.3,2.2,5.2,0.7,0.1,44.2,1.9,103,14.9,0.3,26.4
1135,LeBron James,2016-17,1,1,F,G,first,8.3,1.7,4.8,8.6,8.7,1.2,0.6,61.1,12.9,119,27.0,1.3,30.0
1136,Amir Johnson,2016-17,0,1,F,C,NA,2.3,0.3,0.8,4.6,1.8,0.6,0.8,61.199999999999996,5.0,121,15.0,3.2,13.6
1137,Nikola Jokić,2016-17,0,1,C,F,NA,6.2,0.6,2.6,9.8,4.9,0.8,0.8,62.8,9.7,126,26.3,2.1,23.5
1138,DeAndre Jordan,2016-17,1,1,C,NA,third,5.1,0.0,2.5,13.8,1.2,0.6,1.7,71.7,11.8,129,21.8,4.3,15.3
1139,Michael Kidd-Gilchrist,2016-17,0,1,F,NA,NA,3.6,0.0,1.9,7.0,1.4,1.0,1.0,48.3,5.8,113,14.3,2.9,14.6
1140,Kosta Koufos,2016-17,0,1,C,NA,NA,3.0,0.0,0.5,5.7,0.7,0.5,0.7,55.2,2.6,109,13.8,3.1,15.3
1141,Zach LaVine,2016-17,0,1,G,F,NA,4.4,2.6,2.5,3.4,3.0,0.9,0.2,51.5,3.0,112,14.6,0.5,21.7
1142,Courtney Lee,2016-17,0,1,G,NA,NA,2.8,1.4,1.1,3.4,2.3,1.1,0.3,49.0,4.2,115,12.2,0.8,14.4
1143,Kawhi Leonard,2016-17,1,1,F,NA,first,6.6,2.0,6.3,5.8,3.5,1.8,0.7,52.900000000000006,13.6,121,27.6,1.8,31.1
1144,Damian Lillard,2016-17,0,1,G,NA,NA,6.0,2.9,6.5,4.9,5.9,0.9,0.3,49.2,10.4,118,24.1,0.6,31.5
1145,Brook Lopez,2016-17,0,1,C,NA,NA,5.6,1.8,3.9,5.4,2.3,0.5,1.7,53.6,4.9,108,20.4,4.2,29.2
1146,Robin Lopez,2016-17,0,1,C,NA,NA,4.7,0.0,0.9,6.4,1.0,0.2,1.4,49.4,4.3,108,14.4,4.1,17.5
1147,Kevin Love,2016-17,1,1,F,C,NA,3.8,2.4,4.3,11.1,1.9,0.9,0.4,47.099999999999994,6.4,114,21.1,0.9,26.4
1148,Kyle Lowry,2016-17,1,1,G,NA,NA,3.9,3.2,5.0,4.8,7.0,1.5,0.3,51.800000000000004,10.1,123,22.9,0.7,24.9
1149,Wesley Matthews,2016-17,0,1,G,NA,NA,2.2,2.4,2.0,3.5,2.9,1.1,0.2,43.2,3.1,104,11.9,0.5,19.4
1150,Luc Mbah a Moute,2016-17,0,1,F,NA,NA,1.9,0.5,0.7,2.1,0.5,1.0,0.4,55.2,3.1,111,10.2,1.6,11.6
1151,CJ McCollum,2016-17,0,1,G,NA,NA,6.3,2.3,3.4,3.6,3.6,0.9,0.5,50.6,7.6,114,19.9,1.2,27.5
1152,T.J. McConnell,2016-17,0,1,G,NA,NA,2.8,0.1,0.9,3.1,6.6,1.7,0.1,49.2,3.8,107,13.7,0.4,14.4
1153,Rodney McGruder,2016-17,0,1,G,NA,NA,1.5,0.9,0.6,3.3,1.6,0.6,0.2,48.8,2.9,108,9.1,0.7,12.3
1154,Paul Millsap,2016-17,1,1,F,NA,NA,5.1,1.1,4.5,7.7,3.7,1.3,0.9,48.6,6.4,108,17.9,2.3,24.4
1155,Markieff Morris,2016-17,0,1,F,NA,NA,4.4,0.9,2.4,6.5,1.7,1.1,0.6,48.3,4.1,106,13.7,1.5,20.5
1156,Marcus Morris,2016-17,0,1,F,NA,NA,3.8,1.5,1.8,4.6,2.0,0.7,0.3,46.6,3.9,105,12.4,0.8,20.3
1157,Timofey Mozgov,2016-17,0,1,C,NA,NA,3.1,0.0,1.2,4.9,0.8,0.3,0.6,51.7,1.1,106,12.3,2.3,16.8
1158,Emmanuel Mudiay,2016-17,0,1,G,NA,NA,2.8,1.0,2.4,3.2,3.9,0.7,0.2,40.8,0.2,98,10.9,0.7,22.6
1159,Jameer Nelson,2016-17,0,1,G,NA,NA,2.2,1.4,0.6,2.6,5.1,0.7,0.1,48.9,2.8,111,11.5,0.3,15.8
1160,Joakim Noah,2016-17,0,1,C,NA,NA,2.2,0.0,0.7,8.8,2.2,0.7,0.8,49.3,2.2,111,15.2,3.0,12.6
1161,Dirk Nowitzki,2016-17,0,1,F,C,NA,4.0,1.5,1.8,6.5,1.5,0.6,0.7,46.300000000000004,2.5,103,17.0,2.4,25.8
1162,Jusuf Nurkić,2016-17,0,2,C,NA,NA,4.2,0.0,1.8,7.2,1.9,0.8,1.1,50.8,2.0,101,17.5,4.2,23.9
1163,Victor Oladipo,2016-17,0,1,G,NA,NA,4.3,1.9,1.7,4.3,2.6,1.2,0.3,49.1,4.0,106,13.6,0.8,21.4
1164,Zaza Pachulia,2016-17,0,1,C,NA,NA,2.3,0.0,1.4,5.9,1.9,0.8,0.5,53.800000000000004,4.7,118,16.1,2.0,15.3
1165,Jabari Parker,2016-17,0,1,F,NA,NA,6.5,1.3,3.2,6.2,2.8,1.0,0.4,52.5,4.0,110,19.1,1.1,26.5
1166,Tony Parker,2016-17,0,1,G,NA,NA,3.8,0.4,1.3,1.8,4.5,0.5,0.0,48.4,3.0,107,13.0,0.1,20.2
1167,Chris Paul,2016-17,0,1,G,NA,NA,4.1,2.0,3.8,5.0,9.2,2.0,0.1,51.800000000000004,10.6,126,26.2,0.3,24.4
1168,Elfrid Payton,2016-17,0,1,G,NA,NA,4.8,0.5,1.8,4.7,6.5,1.1,0.5,50.9,4.4,107,17.2,1.3,21.6
1169,Mason Plumlee,2016-17,0,2,C,F,NA,4.1,0.0,2.1,7.5,3.5,0.9,1.1,54.1,6.0,114,18.1,3.4,18.1
1170,Otto Porter Jr.,2016-17,0,1,F,NA,NA,3.3,1.9,1.2,6.4,1.5,1.5,0.5,57.599999999999994,9.4,129,17.3,1.3,15.1
1171,Kristaps Porziņģis,2016-17,0,1,F,C,NA,5.0,1.7,3.0,7.2,1.5,0.7,2.0,49.3,4.5,108,17.4,4.9,24.3
1172,Julius Randle,2016-17,0,1,F,C,NA,4.9,0.2,2.8,8.6,3.6,0.7,0.5,50.7,3.5,107,16.3,1.4,21.4
1173,JJ Redick,2016-17,0,1,G,NA,NA,2.5,2.6,2.3,2.2,1.4,0.7,0.2,46.2,4.8,113,14.8,0.5,22.0
1174,Andre Roberson,2016-17,0,1,G,F,NA,2.2,0.6,0.6,5.1,1.0,1.2,1.0,60.9,4.2,108,9.6,2.7,10.1
1175,Rajon Rondo,2016-17,0,1,G,NA,NA,2.6,0.7,0.4,5.1,6.7,1.4,0.2,41.8,2.3,98,13.6,0.5,17.8
1176,Derrick Rose,2016-17,0,1,G,NA,NA,7.0,0.2,3.5,3.8,4.4,0.7,0.3,48.699999999999996,3.0,108,17.0,0.7,25.7
1177,Ricky Rubio,2016-17,0,1,G,NA,NA,2.7,0.8,3.4,4.1,9.1,1.7,0.1,44.3,6.1,115,16.8,0.3,17.4
1178,D'Angelo Russell,2016-17,0,1,G,NA,NA,3.4,2.1,2.3,3.5,4.8,1.4,0.3,44.7,1.3,101,15.3,0.7,26.6
1179,Domantas Sabonis,2016-17,0,1,C,F,NA,1.7,0.6,0.5,3.6,1.0,0.5,0.4,43.8,0.8,93,6.9,1.6,15.4
1180,Dario Šarić,2016-17,0,1,F,C,NA,3.4,1.3,2.1,6.3,2.2,0.7,0.4,46.9,1.0,96,12.8,1.1,24.6
1181,Dennis Schröder,2016-17,0,1,G,NA,NA,5.7,1.3,2.8,3.1,6.3,0.9,0.2,48.699999999999996,3.7,103,16.1,0.6,27.8
1182,Thabo Sefolosha,2016-17,0,1,G,F,NA,2.1,0.7,0.9,4.4,1.7,1.5,0.5,48.4,3.3,105,11.9,1.7,13.3
1183,Pascal Siakam,2016-17,0,1,F,C,NA,1.9,0.0,0.4,3.4,0.3,0.5,0.8,51.5,1.6,106,11.5,4.5,13.1
1184,Tony Snell,2016-17,0,1,G,F,NA,1.3,1.8,0.6,3.1,1.2,0.7,0.2,54.800000000000004,3.4,114,9.7,0.5,12.1
1185,Jeff Teague,2016-17,0,1,G,NA,NA,3.8,1.1,4.4,4.0,7.8,1.2,0.4,47.5,8.1,115,19.2,1.1,22.1
1186,Isaiah Thomas,2016-17,1,1,G,NA,second,5.8,3.2,7.8,2.7,5.9,0.9,0.2,52.800000000000004,12.5,122,26.5,0.4,34.0
1187,Klay Thompson,2016-17,1,1,G,F,NA,4.8,3.4,2.4,3.7,2.1,0.8,0.5,51.6,7.1,111,17.4,1.2,26.1
1188,Tristan Thompson,2016-17,0,1,F,C,NA,3.4,0.0,1.4,9.2,1.0,0.5,1.1,60.4,7.3,128,15.3,2.9,11.3
1189,Karl-Anthony Towns,2016-17,0,1,C,F,NA,8.5,1.2,4.3,12.3,2.7,0.7,1.3,58.199999999999996,12.7,121,25.9,2.9,27.5
1190,Myles Turner,2016-17,0,1,C,F,NA,5.0,0.5,3.0,7.3,1.3,0.9,2.1,53.6,8.0,115,18.5,5.9,19.5
1191,Jonas Valančiūnas,2016-17,0,1,C,NA,NA,4.9,0.0,2.2,9.5,0.7,0.5,0.8,55.7,7.9,120,20.1,2.6,19.5
1192,Noah Vonleh,2016-17,0,1,F,C,NA,1.7,0.1,0.8,5.2,0.4,0.4,0.4,49.2,1.8,106,10.8,1.7,13.1
1193,Nikola Vučević,2016-17,0,1,C,NA,NA,6.1,0.3,1.4,10.4,2.8,1.0,1.0,48.1,4.0,103,19.1,2.8,24.8
1194,Dwyane Wade,2016-17,0,1,G,NA,NA,6.2,0.8,3.7,4.5,3.8,1.4,0.7,45.6,3.4,103,18.5,1.8,29.6
1195,Dion Waiters,2016-17,0,1,G,NA,NA,4.3,1.8,1.8,3.3,4.3,0.9,0.4,43.8,1.6,101,14.5,1.1,26.3
1196,Kemba Walker,2016-17,1,1,G,NA,NA,5.1,3.0,3.8,3.9,5.5,1.1,0.3,47.599999999999994,8.1,113,21.3,0.7,29.2
1197,John Wall,2016-17,1,1,G,NA,third,7.2,1.1,5.4,4.2,10.7,2.0,0.6,48.0,8.8,111,23.2,1.4,30.6
1198,T.J. Warren,2016-17,0,1,F,NA,NA,5.7,0.4,1.8,5.1,1.1,1.2,0.6,52.7,4.1,113,15.6,1.5,19.2
1199,Russell Westbrook,2016-17,1,1,G,NA,first,7.7,2.5,8.8,10.7,10.4,1.6,0.4,45.9,13.1,112,30.6,0.9,41.7
1200,Hassan Whiteside,2016-17,0,1,C,NA,NA,7.0,0.0,2.9,14.1,0.7,0.7,2.1,55.7,9.5,113,22.6,5.0,22.7
1201,Andrew Wiggins,2016-17,0,1,F,G,NA,7.4,1.3,5.0,4.0,2.3,1.0,0.4,47.3,4.2,107,16.5,0.8,29.0
1202,Deron Williams,2016-17,0,2,G,NA,NA,2.8,1.3,1.4,2.3,5.6,0.5,0.1,48.6,2.4,106,14.0,0.4,22.1
1203,Marvin Williams,2016-17,0,1,F,NA,NA,2.3,1.6,1.7,6.6,1.4,0.8,0.7,49.4,5.0,111,13.7,2.0,16.3
1204,Nick Young,2016-17,0,1,G,F,NA,1.7,2.8,1.3,2.3,1.0,0.6,0.2,48.1,3.2,118,14.1,0.7,19.5
1205,Thaddeus Young,2016-17,0,1,F,NA,NA,4.3,0.6,0.6,6.1,1.6,1.5,0.4,55.7,4.6,109,14.9,1.1,16.4
1206,Cody Zeller,2016-17,0,1,C,F,NA,4.1,0.0,2.1,6.5,1.6,1.0,0.9,57.199999999999996,5.6,121,16.7,3.0,15.5
1207,Steven Adams,2015-16,0,1,C,NA,NA,3.3,0.0,1.4,6.7,0.8,0.5,1.1,61.3,6.5,123,15.5,3.3,12.6
1208,Arron Afflalo,2015-16,0,1,G,F,NA,3.7,1.3,1.5,3.7,2.0,0.4,0.1,46.9,2.7,105,10.9,0.3,17.9
1209,LaMarcus Aldridge,2015-16,1,1,F,C,third,7.2,0.0,3.5,8.5,1.5,0.5,1.1,52.1,10.1,114,22.4,2.8,25.9
1210,Tony Allen,2015-16,0,1,G,F,NA,3.1,0.2,1.4,4.6,1.1,1.7,0.3,46.800000000000004,2.4,101,12.9,1.0,16.8
1211,Al-Farouq Aminu,2015-16,0,1,F,NA,NA,2.1,1.5,1.4,6.1,1.7,0.9,0.6,46.800000000000004,4.0,105,12.7,1.8,16.9
1212,Giannis Antetokounmpo,2015-16,0,1,F,G,NA,6.1,0.4,3.7,7.7,4.3,1.2,1.4,53.7,7.1,109,18.8,3.4,22.3
1213,Carmelo Anthony,2015-16,1,1,F,NA,NA,6.4,1.5,4.6,7.7,4.2,0.9,0.5,46.300000000000004,6.4,107,20.3,1.1,29.7
1214,Trevor Ariza,2015-16,0,1,F,NA,NA,2.1,2.3,1.6,4.5,2.3,2.0,0.3,47.8,5.4,110,12.9,0.8,15.7
1215,Ömer Aşık,2015-16,0,1,C,NA,NA,1.5,0.0,0.9,6.1,0.4,0.3,0.3,53.300000000000004,1.7,106,11.0,1.6,11.4
1216,Harrison Barnes,2015-16,0,1,F,NA,NA,3.2,1.2,1.5,4.9,1.8,0.6,0.2,50.8,4.9,114,12.3,0.4,15.9
1217,Matt Barnes,2015-16,0,1,F,NA,NA,1.9,1.6,1.5,5.5,2.1,1.0,0.8,44.9,2.6,99,11.7,2.4,17.9
1218,Nicolas Batum,2015-16,0,1,F,G,NA,3.3,2.0,2.3,6.1,5.8,0.9,0.6,49.2,5.0,104,15.6,1.4,21.4
1219,Kent Bazemore,2015-16,0,1,G,F,NA,2.8,1.5,1.6,5.1,2.3,1.3,0.5,50.2,4.1,99,13.4,1.4,20.0
1220,Patrick Beverley,2015-16,0,1,G,NA,NA,1.9,1.7,0.8,3.5,3.4,1.3,0.4,47.199999999999996,4.4,114,13.0,1.1,15.3
1221,Bojan Bogdanović,2015-16,0,1,G,F,NA,2.5,1.6,1.4,3.2,1.3,0.4,0.1,47.4,0.9,102,10.7,0.2,19.4
1222,Andrew Bogut,2015-16,0,1,C,NA,NA,2.5,0.0,0.3,7.0,2.3,0.5,1.6,62.6,5.4,120,15.9,5.8,11.4
1223,Devin Booker,2015-16,0,1,G,NA,NA,3.5,1.3,2.8,2.5,2.6,0.6,0.3,46.400000000000006,1.9,102,11.9,0.8,23.0
1224,Chris Bosh,2015-16,1,1,F,C,NA,5.2,1.5,4.0,7.4,2.4,0.7,0.6,50.8,6.4,114,20.2,1.5,24.7
1225,Avery Bradley,2015-16,0,1,G,NA,NA,4.1,1.9,1.3,2.9,2.1,1.5,0.3,50.5,4.8,105,13.2,0.6,19.8
1226,Kobe Bryant,2015-16,1,1,G,F,NA,4.0,2.0,3.5,3.7,2.8,0.9,0.2,41.0,-0.4,95,14.9,0.5,32.2
1227,Jimmy Butler,2015-16,1,1,F,G,NA,6.1,1.0,5.9,5.3,4.8,1.6,0.6,48.9,9.1,116,21.3,1.3,24.4
1228,José Calderón,2015-16,0,1,G,NA,NA,1.7,1.2,0.6,3.2,4.1,0.9,0.1,49.6,4.0,114,12.3,0.3,12.6
1229,Kentavious Caldwell-Pope,2015-16,0,1,G,NA,NA,3.8,1.5,2.4,3.7,1.8,1.4,0.2,48.9,5.3,107,12.4,0.5,18.2
1230,Isaiah Canaan,2015-16,0,1,G,NA,NA,1.1,2.3,1.9,2.3,1.8,0.7,0.2,35.4,1.4,102,11.1,0.5,19.9
1231,Michael Carter-Williams,2015-16,0,1,G,NA,NA,4.4,0.3,2.0,5.1,5.2,1.5,0.8,47.199999999999996,1.2,96,13.9,2.1,21.3
1232,Willie Cauley-Stein,2015-16,0,1,F,C,NA,2.9,0.0,1.2,5.3,0.6,0.7,1.0,56.699999999999996,3.8,119,15.3,3.8,13.2
1233,Tyson Chandler,2015-16,0,1,C,NA,NA,2.8,0.0,1.6,8.7,1.0,0.5,0.7,58.5,3.8,114,14.7,2.2,12.7
1234,Jordan Clarkson,2015-16,0,1,G,NA,NA,4.6,1.4,2.1,4.0,2.4,1.1,0.1,46.800000000000004,2.1,103,14.3,0.2,22.8
1235,Mike Conley,2015-16,0,1,G,NA,NA,3.9,1.4,3.4,2.9,6.1,1.2,0.3,44.9,5.3,115,19.4,0.8,22.4
1236,DeMarcus Cousins,2015-16,1,1,C,F,second,8.2,1.1,7.3,11.5,3.3,1.6,1.4,47.3,5.7,103,23.6,3.3,35.4
1237,Robert Covington,2015-16,0,1,F,C,NA,1.6,2.5,2.1,6.3,1.4,1.6,0.6,45.2,2.0,97,13.2,1.6,21.5
1238,Jae Crowder,2015-16,0,1,F,NA,NA,3.3,1.7,2.7,5.1,1.8,1.7,0.5,52.900000000000006,7.3,113,15.8,1.2,18.5
1239,Dante Cunningham,2015-16,0,1,F,NA,NA,1.6,0.7,0.7,3.0,1.0,0.5,0.4,55.00000000000001,2.1,109,8.6,1.4,11.0
1240,Stephen Curry,2015-16,1,1,G,NA,first,5.1,5.1,4.6,5.4,6.7,2.1,0.2,56.599999999999994,17.9,125,31.5,0.4,32.6
1241,Anthony Davis,2015-16,1,1,F,C,NA,8.6,0.6,5.3,10.3,1.9,1.3,2.0,51.1,7.2,110,25.0,4.7,29.6
1242,Luol Deng,2015-16,0,1,F,NA,NA,3.4,1.2,2.0,6.0,1.9,1.0,0.4,51.300000000000004,6.4,112,15.0,0.9,17.4
1243,DeMar DeRozan,2015-16,1,1,G,F,NA,7.3,0.6,7.1,4.5,4.0,1.0,0.3,45.800000000000004,9.9,113,21.5,0.6,29.8
1244,Gorgui Dieng,2015-16,0,1,C,NA,NA,3.7,0.1,2.5,7.1,1.7,1.1,1.2,54.0,5.9,113,17.1,3.5,16.7
1245,Goran Dragić,2015-16,0,1,G,NA,NA,4.9,0.9,1.7,3.8,5.8,1.0,0.2,52.7,4.7,105,15.5,0.6,21.9
1246,Andre Drummond,2015-16,1,1,C,NA,third,6.8,0.0,2.6,14.8,0.8,1.5,1.4,52.2,7.4,103,21.2,3.2,24.1
1247,Jared Dudley,2015-16,0,1,F,G,NA,1.6,1.2,0.9,3.5,2.1,0.9,0.2,53.400000000000006,4.6,114,11.7,0.7,12.7
1248,Tim Duncan,2015-16,0,1,F,C,NA,3.5,0.0,1.5,7.3,2.7,0.8,1.3,49.0,5.2,107,16.9,3.9,17.6
1249,Kevin Durant,2015-16,1,1,F,G,second,7.1,2.6,6.2,8.2,5.0,1.0,1.2,56.89999999999999,14.5,122,28.2,2.5,30.6
1250,Wayne Ellington,2015-16,0,1,G,NA,NA,1.6,1.3,0.7,2.3,1.1,0.6,0.1,41.6,0.8,101,10.1,0.3,17.5
1251,Monta Ellis,2015-16,0,1,G,NA,NA,4.3,1.1,2.0,3.3,4.7,1.9,0.5,47.199999999999996,4.3,99,13.7,1.1,21.2
1252,Kenneth Faried,2015-16,0,1,F,C,NA,5.2,0.0,2.0,8.7,1.2,0.5,0.9,55.800000000000004,5.5,116,21.0,2.9,21.0
1253,Derrick Favors,2015-16,0,1,F,C,NA,6.7,0.0,2.9,8.1,1.5,1.2,1.5,51.800000000000004,7.1,111,21.6,3.9,23.9
1254,Evan Fournier,2015-16,0,1,G,F,NA,3.5,2.0,2.5,2.8,2.7,1.2,0.0,50.6,5.7,111,14.6,0.1,20.1
1255,Danilo Gallinari,2015-16,0,1,F,NA,NA,3.8,1.6,7.1,5.3,2.5,0.8,0.4,43.4,6.3,120,19.0,0.8,23.0
1256,Kevin Garnett,2015-16,0,1,F,C,NA,1.4,0.0,0.4,3.9,1.6,0.7,0.3,47.4,1.1,107,12.3,1.5,11.3
1257,Marc Gasol,2015-16,0,1,C,NA,NA,6.3,0.0,3.9,7.0,3.8,1.0,1.3,46.300000000000004,3.7,105,17.7,3.6,23.4
1258,Pau Gasol,2015-16,1,1,C,F,NA,6.2,0.3,3.2,11.0,4.1,0.6,2.0,47.8,7.1,107,21.7,4.7,24.6
1259,Rudy Gay,2015-16,0,1,F,NA,NA,5.6,1.1,2.8,6.5,1.7,1.4,0.7,49.5,3.8,104,15.5,1.7,22.4
1260,Alonzo Gee,2015-16,0,1,G,NA,NA,1.6,0.2,0.6,3.4,1.0,0.9,0.2,59.0,1.9,108,8.4,0.7,9.2
1261,Paul George,2015-16,1,1,F,G,third,4.9,2.6,5.6,7.0,4.1,1.9,0.4,44.7,9.2,106,20.9,0.8,30.4
1262,Taj Gibson,2015-16,0,1,F,C,NA,3.6,0.0,1.4,6.9,1.5,0.6,1.1,52.900000000000006,5.4,115,15.7,2.9,14.6
1263,Rudy Gobert,2015-16,0,1,C,NA,NA,3.2,0.0,2.6,11.0,1.5,0.7,2.2,55.900000000000006,6.4,112,17.5,5.9,14.2
1264,Aaron Gordon,2015-16,0,1,F,NA,NA,3.0,0.5,1.7,6.5,1.6,0.8,0.7,53.1,5.4,114,17.0,2.4,17.3
1265,Eric Gordon,2015-16,0,1,G,F,NA,2.6,2.5,2.5,2.2,2.7,1.0,0.3,45.7,2.1,108,13.5,0.8,20.3
1266,Marcin Gortat,2015-16,0,1,C,F,NA,5.8,0.0,1.9,9.9,1.4,0.6,1.3,56.699999999999996,7.3,114,19.0,3.4,18.9
1267,Jerami Grant,2015-16,0,1,F,NA,NA,2.8,0.5,2.8,4.7,1.8,0.7,1.6,47.699999999999996,2.1,100,12.6,4.7,18.0
1268,Danny Green,2015-16,0,1,G,F,NA,1.2,1.5,0.4,3.8,1.8,1.0,0.8,44.800000000000004,4.2,99,10.5,2.4,14.6
1269,Draymond Green,2015-16,1,1,F,NA,second,3.7,1.2,2.8,9.5,7.4,1.5,1.4,53.7,11.1,115,19.3,3.0,18.8
1270,Jeff Green,2015-16,0,2,F,NA,NA,3.6,0.8,2.1,4.2,1.7,0.7,0.5,47.0,3.1,103,13.0,1.5,20.2
1271,P.J. Hairston,2015-16,0,2,G,F,NA,1.1,1.1,0.8,2.6,0.6,0.5,0.2,44.9,0.6,93,6.9,0.7,16.4
1272,James Harden,2015-16,1,1,G,NA,NA,5.8,2.9,8.8,6.1,7.5,1.7,0.6,49.4,13.3,115,25.3,1.4,32.5
1273,Gary Harris,2015-16,0,1,G,NA,NA,3.3,1.4,1.4,2.9,1.9,1.3,0.2,54.300000000000004,4.0,110,12.7,0.6,16.5
1274,Tobias Harris,2015-16,0,2,F,NA,NA,4.4,1.1,2.7,6.7,2.2,0.9,0.5,51.800000000000004,6.6,112,16.2,1.3,19.3
1275,Gordon Hayward,2015-16,0,1,F,G,NA,4.7,1.8,4.9,5.0,3.7,1.2,0.3,47.699999999999996,8.9,110,18.3,0.8,25.7
1276,Roy Hibbert,2015-16,0,1,C,NA,NA,2.2,0.0,1.4,4.9,1.2,0.4,1.4,44.5,2.2,105,11.2,4.6,12.9
1277,George Hill,2015-16,0,1,G,NA,NA,2.7,1.7,1.5,4.0,3.5,1.1,0.2,46.6,6.2,112,13.2,0.5,15.8
1278,Rodney Hood,2015-16,0,1,G,F,NA,3.1,2.0,2.2,3.4,2.7,0.9,0.2,47.199999999999996,6.0,109,14.1,0.5,21.5
1279,Al Horford,2015-16,1,1,C,F,NA,5.4,1.1,1.3,7.3,3.2,0.8,1.5,55.7,9.4,113,19.4,3.6,20.6
1280,Dwight Howard,2015-16,0,1,C,NA,NA,5.2,0.0,3.3,11.8,1.4,1.0,1.6,62.6,6.6,111,18.9,4.1,18.4
1281,Serge Ibaka,2015-16,0,1,F,C,NA,4.6,0.8,1.2,6.8,0.8,0.5,1.9,52.0,5.5,108,13.9,4.5,17.6
1282,Ersan İlyasova,2015-16,0,2,F,NA,NA,2.5,1.3,1.5,5.4,0.9,0.7,0.4,45.800000000000004,4.4,109,14.2,1.4,18.6
1283,Kyrie Irving,2015-16,0,1,G,NA,NA,5.8,1.6,3.2,3.0,4.7,1.1,0.3,50.2,5.0,109,19.9,0.9,29.5
1284,Reggie Jackson,2015-16,0,1,G,NA,NA,5.3,1.5,3.7,3.2,6.2,0.7,0.1,46.400000000000006,6.9,109,19.6,0.3,29.1
1285,LeBron James,2015-16,1,1,F,G,first,8.6,1.1,4.7,7.4,6.8,1.4,0.6,57.3,13.6,116,27.5,1.5,31.4
1286,Amir Johnson,2015-16,0,1,F,C,NA,3.0,0.1,0.9,6.4,1.7,0.7,1.1,62.4,5.9,117,16.0,3.6,13.6
1287,Joe Johnson,2015-16,0,2,G,F,NA,3.2,1.5,1.5,3.6,3.9,0.8,0.0,47.099999999999994,2.7,104,12.0,0.1,17.9
1288,Nikola Jokić,2015-16,0,1,C,F,NA,3.5,0.4,1.9,7.0,2.4,1.0,0.6,54.1,6.7,118,21.5,2.3,19.9
1289,DeAndre Jordan,2015-16,0,1,C,NA,first,4.6,0.0,3.5,13.8,1.2,0.7,2.3,70.39999999999999,11.5,122,20.6,5.4,15.4
1290,Brandon Knight,2015-16,0,1,G,NA,NA,4.8,2.3,3.0,3.9,5.1,1.2,0.4,46.1,1.7,100,14.7,0.9,26.2
1291,Kyle Korver,2015-16,0,1,G,F,NA,1.4,2.0,0.6,3.3,2.1,0.8,0.4,50.2,4.1,104,9.7,1.1,13.7
1292,Courtney Lee,2015-16,0,2,G,NA,NA,2.6,1.0,1.3,2.6,1.7,1.1,0.4,49.3,3.9,109,11.5,1.1,14.7
1293,Alex Len,2015-16,0,1,C,NA,NA,3.4,0.0,2.2,7.6,1.2,0.5,0.8,42.6,1.3,96,12.4,2.8,20.4
1294,Kawhi Leonard,2015-16,1,1,F,NA,first,5.9,1.8,4.1,6.8,2.6,1.8,1.0,52.800000000000004,13.7,121,26.0,2.3,25.8
1295,Damian Lillard,2015-16,0,1,G,NA,second,5.2,3.1,5.5,4.0,6.8,0.9,0.4,45.0,9.2,113,22.2,0.8,31.3
1296,Brook Lopez,2015-16,0,1,C,NA,NA,8.1,0.0,4.3,7.8,2.0,0.8,1.7,51.5,6.2,109,21.7,4.1,27.3
1297,Robin Lopez,2015-16,0,1,C,NA,NA,4.4,0.0,1.6,7.3,1.4,0.2,1.6,54.0,5.8,113,17.6,4.4,17.7
1298,Kevin Love,2015-16,0,1,F,C,NA,3.3,2.1,3.4,9.9,2.4,0.8,0.5,46.7,8.5,112,19.0,1.4,23.4
1299,Kyle Lowry,2015-16,1,1,G,NA,third,3.9,2.8,5.2,4.7,6.4,2.1,0.4,46.1,11.6,115,22.2,1.0,26.1
